FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath,FileNameClean,FileType,year,month,UsiaDokumen,Size_MB,SizeCategory,Source_Class,Path_modified,Folder_Root,Subfolder_L2,Filename,Path_Class,Path_Anomali,Subfolder_L3,Subfolder_L4,Subfolder_L5,Subfolder_L6,Path_Uniform
UPI64,pimx,2022-06-29 05:29:56.000000,5.57,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64\UPI64.pimx,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64\UPI64.pimx,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64,Upi64,audio,2022,6,menengah,0.005439453125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/UPI64/UPI64.pimx,C:,Users,UPI64.pimx,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
UPI64,sig,2022-06-29 05:29:56.000000,1.77,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64\UPI64.sig,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64\UPI64.sig,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\packages\ADC64\UPI64,Upi64,audio,2022,6,menengah,0.001728515625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/packages/ADC64/UPI64/UPI64.sig,C:,Users,UPI64.sig,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
application,json,2022-06-29 00:04:54.000000,20.1,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\application.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\application.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Application,code,2022,6,menengah,0.01962890625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/application.json,C:,Users,application.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CCX-Process-mul-win7,zip,2022-06-29 00:16:47.000000,17449.76,0.0166,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCX-Process-mul-win7.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCX-Process-mul-win7.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Ccx Process Mul Win7,archive,2022,6,menengah,17.04078125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/CCX-Process-mul-win7.zip,C:,Users,CCX-Process-mul-win7.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CCX-Process-mul-x64,zip,2022-06-29 00:16:56.000000,28901.63,0.0276,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCX-Process-mul-x64.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCX-Process-mul-x64.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Ccx Process Mul X64,archive,2022,6,menengah,28.224248046875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/CCX-Process-mul-x64.zip,C:,Users,CCX-Process-mul-x64.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CCX-Process-mul-x86,zip,2022-06-29 00:17:02.000000,28016.62,0.0267,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCX-Process-mul-x86.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCX-Process-mul-x86.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Ccx Process Mul X86,archive,2022,6,menengah,27.35998046875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/CCX-Process-mul-x86.zip,C:,Users,CCX-Process-mul-x86.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CCXProcess-Components,zip,2022-06-29 00:16:41.000000,66.45,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCXProcess-Components.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCXProcess-Components.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Ccxprocess Components,archive,2022,6,menengah,0.064892578125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/CCXProcess-Components.zip,C:,Users,CCXProcess-Components.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
CCXProcess-LaunchAgent,zip,2022-06-29 00:16:41.000000,0.5,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCXProcess-LaunchAgent.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\CCXProcess-LaunchAgent.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Ccxprocess Launchagent,archive,2022,6,menengah,0.00048828125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/CCXProcess-LaunchAgent.zip,C:,Users,CCXProcess-LaunchAgent.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.fnft-3.5.0-manifest,zip,2022-06-29 00:17:04.000000,1.65,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.fnft-3.5.0-manifest.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.fnft-3.5.0-manifest.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxfnft 350 Manifest,archive,2022,6,menengah,0.001611328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.fnft-3.5.0-manifest.zip,C:,Users,com.adobe.ccx.fnft-3.5.0-manifest.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.fnft-3.5.0,zip,2022-06-29 00:17:04.000000,1352.81,0.0013,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.fnft-3.5.0.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.fnft-3.5.0.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxfnft 350,archive,2022,6,menengah,1.321103515625,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.fnft-3.5.0.zip,C:,Users,com.adobe.ccx.fnft-3.5.0.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.start-2.16.0-manifest,zip,2022-06-29 00:17:04.000000,1.67,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.16.0-manifest.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.16.0-manifest.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxstart 2160 Manifest,archive,2022,6,menengah,0.001630859375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.start-2.16.0-manifest.zip,C:,Users,com.adobe.ccx.start-2.16.0-manifest.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.start-2.16.0,zip,2022-06-29 00:17:04.000000,4838.24,0.0046,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.16.0.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.16.0.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxstart 2160,archive,2022,6,menengah,4.72484375,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.start-2.16.0.zip,C:,Users,com.adobe.ccx.start-2.16.0.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.start-2.7.2-manifest,zip,2022-06-29 00:17:05.000000,1.67,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.7.2-manifest.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.7.2-manifest.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxstart 272 Manifest,archive,2022,6,menengah,0.001630859375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.start-2.7.2-manifest.zip,C:,Users,com.adobe.ccx.start-2.7.2-manifest.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.start-2.7.2,zip,2022-06-29 00:17:05.000000,3907.87,0.0037,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.7.2.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-2.7.2.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxstart 272,archive,2022,6,menengah,3.816279296875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.start-2.7.2.zip,C:,Users,com.adobe.ccx.start-2.7.2.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.start-5.11.0-manifest,zip,2022-06-29 00:17:07.000000,1.38,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-5.11.0-manifest.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-5.11.0-manifest.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxstart 5110 Manifest,archive,2022,6,menengah,0.00134765625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.start-5.11.0-manifest.zip,C:,Users,com.adobe.ccx.start-5.11.0-manifest.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
com.adobe.ccx.start-5.11.0,zip,2022-06-29 00:17:06.000000,7005.1,0.0067,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-5.11.0.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP\com.adobe.ccx.start-5.11.0.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CCXP,Comadobeccxstart 5110,archive,2022,6,menengah,6.84091796875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CCXP/com.adobe.ccx.start-5.11.0.zip,C:,Users,com.adobe.ccx.start-5.11.0.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorCommonSetCMYK_1_0-mul,zip,2016-06-07 17:10:58.000000,8150.17,0.0078,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\COCM\AdobeColorCommonSetCMYK_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\COCM\AdobeColorCommonSetCMYK_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\COCM,Adobecolorcommonsetcmyk 1 0 Mul,archive,2016,6,lama,7.959150390625,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/COCM/AdobeColorCommonSetCMYK_1_0-mul.zip,C:,Users,AdobeColorCommonSetCMYK_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
application,json,2021-10-27 01:16:40.000000,1.93,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\COCM\application.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\COCM\application.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\COCM,Application,code,2021,10,menengah,0.001884765625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/COCM/application.json,C:,Users,application.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorEU_ExtraSettings_1_0-mul,zip,2016-06-07 17:19:56.000000,4645.17,0.0044,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorEU_ExtraSettings_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorEU_ExtraSettings_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Adobecoloreu Extrasettings 1 0 Mul,archive,2016,6,lama,4.536298828125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/AdobeColorEU_ExtraSettings_1_0-mul.zip,C:,Users,AdobeColorEU_ExtraSettings_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorEU_Recommended_1_0-mul,zip,2016-06-07 17:19:55.000000,1813.08,0.0017,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorEU_Recommended_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorEU_Recommended_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Adobecoloreu Recommended 1 0 Mul,archive,2016,6,lama,1.7705859375,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/AdobeColorEU_Recommended_1_0-mul.zip,C:,Users,AdobeColorEU_Recommended_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorJA_ExtraSettings_1_0-mul,zip,2016-06-07 17:19:55.000000,1851.15,0.0018,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorJA_ExtraSettings_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorJA_ExtraSettings_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Adobecolorja Extrasettings 1 0 Mul,archive,2016,6,lama,1.807763671875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/AdobeColorJA_ExtraSettings_1_0-mul.zip,C:,Users,AdobeColorJA_ExtraSettings_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorJA_Recommended_1_0-mul,zip,2016-06-07 17:19:56.000000,1850.99,0.0018,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorJA_Recommended_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorJA_Recommended_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Adobecolorja Recommended 1 0 Mul,archive,2016,6,lama,1.807607421875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/AdobeColorJA_Recommended_1_0-mul.zip,C:,Users,AdobeColorJA_Recommended_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorNA_ExtraSettings_1_0-mul,zip,2016-06-07 17:19:55.000000,1605.48,0.0015,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorNA_ExtraSettings_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorNA_ExtraSettings_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Adobecolorna Extrasettings 1 0 Mul,archive,2016,6,lama,1.5678515625,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/AdobeColorNA_ExtraSettings_1_0-mul.zip,C:,Users,AdobeColorNA_ExtraSettings_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorNA_Recommended_1_0-mul,zip,2016-06-07 17:19:55.000000,1605.3,0.0015,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorNA_Recommended_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\AdobeColorNA_Recommended_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Adobecolorna Recommended 1 0 Mul,archive,2016,6,lama,1.56767578125,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/AdobeColorNA_Recommended_1_0-mul.zip,C:,Users,AdobeColorNA_Recommended_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
application,json,2021-10-27 01:16:43.000000,8.05,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\application.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE\application.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORE,Application,code,2021,10,menengah,0.007861328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORE/application.json,C:,Users,application.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeColorCommonSetRGB_1_0-mul,zip,2017-09-26 16:57:34.000000,8.13,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORG\AdobeColorCommonSetRGB_1_0-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORG\AdobeColorCommonSetRGB_1_0-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORG,Adobecolorcommonsetrgb 1 0 Mul,archive,2017,9,lama,0.007939453125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORG/AdobeColorCommonSetRGB_1_0-mul.zip,C:,Users,AdobeColorCommonSetRGB_1_0-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
application,json,2021-10-27 01:16:38.000000,2.04,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORG\application.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORG\application.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\CORG,Application,code,2021,10,menengah,0.0019921875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/CORG/application.json,C:,Users,application.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeInDesignAppBase64-mul,zip,2022-08-24 01:29:21.000000,791126.54,0.7545,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppBase64-mul.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppBase64-mul.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN,Adobeindesignappbase64 Mul,archive,2022,8,menengah,772.58451171875,Besar (>1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/IDSN/AdobeInDesignAppBase64-mul.zip,C:,Users,AdobeInDesignAppBase64-mul.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeInDesignAppFSet64-Japan,zip,2022-08-24 01:20:22.000000,1.28,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppFSet64-Japan.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppFSet64-Japan.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN,Adobeindesignappfset64 Japan,archive,2022,8,menengah,0.00125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/IDSN/AdobeInDesignAppFSet64-Japan.zip,C:,Users,AdobeInDesignAppFSet64-Japan.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeInDesignAppFSet64-Mena,zip,2022-08-24 01:20:22.000000,1.28,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppFSet64-Mena.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppFSet64-Mena.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN,Adobeindesignappfset64 Mena,archive,2022,8,menengah,0.00125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/IDSN/AdobeInDesignAppFSet64-Mena.zip,C:,Users,AdobeInDesignAppFSet64-Mena.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AdobeInDesignAppFSet64-Roman,zip,2022-08-24 01:20:22.000000,1.35,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppFSet64-Roman.zip,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN\AdobeInDesignAppFSet64-Roman.zip,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\products\IDSN,Adobeindesignappfset64 Roman,archive,2022,8,menengah,0.001318359375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/products/IDSN/AdobeInDesignAppFSet64-Roman.zip,C:,Users,AdobeInDesignAppFSet64-Roman.zip,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
