FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath
j2gss,.dll,2024-11-21 19:18:20.460888,59.71,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\j2gss.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\j2gss.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jjs,.exe,2024-11-21 19:18:20.230149,33.21,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jjs.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jjs.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
zip,.dll,2024-11-21 19:18:19.974079,97.21,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\zip.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\zip.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
msvcp140,.dll,2024-11-21 19:18:19.659679,581.75,0.0006,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\msvcp140.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\msvcp140.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-environment-l1-1-0,.dll,2024-11-21 19:18:19.412958,41.63,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-environment-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-environment-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
java,.exe,2024-11-21 19:18:19.164866,58.71,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\java.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\java.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-kernel32-legacy-l1-1-1,.dll,2024-11-21 19:18:18.748223,41.64,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-kernel32-legacy-l1-1-1.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-kernel32-legacy-l1-1-1.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-libraryloader-l1-1-0,.dll,2024-11-21 19:18:18.504160,41.64,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-libraryloader-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-libraryloader-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
windowsaccessbridge-64,.dll,2024-11-21 19:18:18.231767,218.21,0.0002,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\windowsaccessbridge-64.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\windowsaccessbridge-64.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-fibers-l1-1-1,.dll,2024-11-21 19:18:17.890140,41.64,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-fibers-l1-1-1.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-fibers-l1-1-1.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jdwp,.dll,2024-11-21 19:18:17.700063,226.71,0.0002,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jdwp.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jdwp.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-sysinfo-l1-1-0,.dll,2024-11-21 19:18:17.544869,41.64,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-sysinfo-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-sysinfo-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-heap-l1-1-0,.dll,2024-11-21 19:18:17.344967,41.73,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-heap-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-heap-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-fibers-l1-1-0,.dll,2024-11-21 19:18:17.038604,41.73,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-fibers-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-fibers-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jfr,.exe,2024-11-21 19:18:16.545644,33.21,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jfr.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jfr.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
sunec,.dll,2024-11-21 19:18:16.199988,158.21,0.0002,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\sunec.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\sunec.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-locale-l1-1-0,.dll,2024-11-21 19:18:15.882029,41.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-locale-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-locale-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-profile-l1-1-0,.dll,2024-11-21 19:18:15.361294,41.63,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-profile-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-profile-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-synch-l1-2-0,.dll,2024-11-21 19:18:15.029111,41.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-synch-l1-2-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-synch-l1-2-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-multibyte-l1-1-0,.dll,2024-11-21 19:18:14.632851,49.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-multibyte-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-multibyte-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-string-l1-1-0,.dll,2024-11-21 19:18:14.045562,45.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-string-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-string-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-runtime-l1-1-0,.dll,2024-11-21 19:18:13.303514,45.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-runtime-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-runtime-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-crt-conio-l1-1-0,.dll,2024-11-21 19:18:12.842467,41.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-conio-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-crt-conio-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
unpack200,.exe,2024-11-21 19:18:11.996025,149.71,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\unpack200.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\unpack200.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
sunmscapi,.dll,2024-11-21 19:18:11.111404,56.21,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\sunmscapi.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\sunmscapi.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jabswitch,.exe,2024-11-21 19:18:10.239289,54.21,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jabswitch.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jabswitch.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
splashscreen,.dll,2024-11-21 19:18:09.857235,226.21,0.0002,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\splashscreen.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\splashscreen.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
mlib_image,.dll,2024-11-21 19:18:09.461156,523.71,0.0005,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\mlib_image.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\mlib_image.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
fontmanager,.dll,2024-11-21 19:18:09.206206,898.71,0.0009,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\fontmanager.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\fontmanager.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-namedpipe-l1-1-0,.dll,2024-11-21 19:18:08.936901,41.73,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-namedpipe-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-namedpipe-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
management,.dll,2024-11-21 19:18:08.733992,38.71,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\management.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\management.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-util-l1-1-0,.dll,2024-11-21 19:18:08.592387,41.73,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-util-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-util-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jawt,.dll,2024-11-21 19:18:08.442235,30.71,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jawt.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jawt.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-memory-l1-1-0,.dll,2024-11-21 19:18:08.283016,41.73,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-memory-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-memory-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
awt,.dll,2024-11-21 19:18:08.084244,1402.71,0.0013,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\awt.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\awt.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-sysinfo-l1-2-0,.dll,2024-11-21 19:18:07.763513,41.64,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-sysinfo-l1-2-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-sysinfo-l1-2-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-interlocked-l1-1-0,.dll,2024-11-21 19:18:07.549558,41.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-interlocked-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-interlocked-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jimage,.dll,2024-11-21 19:18:07.348154,42.71,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jimage.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jimage.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
vcruntime140_1,.dll,2024-11-21 19:18:07.124779,68.65,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\vcruntime140_1.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\vcruntime140_1.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
sspi_bridge,.dll,2024-11-21 19:18:06.954816,53.71,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\sspi_bridge.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\sspi_bridge.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jrunscript,.exe,2024-11-21 19:18:06.774298,33.21,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jrunscript.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jrunscript.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
java,.dll,2024-11-21 19:18:06.590521,164.21,0.0002,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\java.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\java.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
jaotc,.exe,2024-11-21 19:18:06.309013,34.71,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jaotc.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\jaotc.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
javajpeg,.dll,2024-11-21 19:18:06.050842,188.71,0.0002,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\javajpeg.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\javajpeg.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
javaw,.exe,2024-11-21 19:18:05.734117,58.71,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\javaw.exe,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\javaw.exe,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-string-l1-1-0,.dll,2024-11-21 19:18:05.505605,41.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-string-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-string-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-synch-l1-1-0,.dll,2024-11-21 19:18:05.237959,41.63,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-synch-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-synch-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
dt_socket,.dll,2024-11-21 19:18:04.952508,43.21,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\dt_socket.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\dt_socket.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-handle-l1-1-0,.dll,2024-11-21 19:18:04.575573,41.75,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-handle-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-handle-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
api-ms-win-core-rtlsupport-l1-1-0,.dll,2024-11-21 19:18:04.300039,41.63,0.0,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-rtlsupport-l1-1-0.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\api-ms-win-core-rtlsupport-l1-1-0.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
unpack,.dll,2024-11-21 19:18:04.055826,97.21,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\unpack.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\unpack.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
nio,.dll,2024-11-21 19:18:03.805238,75.71,0.0001,Downloads,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\nio.dll,Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin\nio.dll,C:\Users\ASUS\Downloads\openrefine-win-with-java-3.8.6\openrefine-3.8.6\server\target\jre\bin
